Date,Close,High,Low,Open,Volume,Ticker,RSI,MACD,MACD_signal,MA20,MA50,Signal
2024-11-04,1739.1795654296875,1742.4830604559677,1694.1629303131592,1700.5727434953685,7336722,INFY.NS,32.67265085408347,-30.068492463402208,-17.185265862775267,1834.7331909179688,1854.883493652344,0
2024-11-05,1729.860595703125,1743.9128783247852,1720.7882929682014,1735.5801694120541,3160880,INFY.NS,31.44876513024652,-32.71864837166527,-20.291942364553268,1826.23212890625,1852.89490234375,0
2024-11-06,1798.3963623046875,1801.8478002805573,1738.1934949801216,1739.5247398383508,10421494,INFY.NS,47.133330985178326,-28.954878617938448,-22.024529615230303,1820.953106689453,1851.809992675781,0
2024-11-07,1778.032958984375,1800.3685968171349,1762.2056025400752,1787.7955014436675,4550965,INFY.NS,43.91805615545605,-27.30051706871359,-23.079727105926963,1816.3012573242188,1849.557294921875,0
2024-11-08,1804.5595703125,1815.0618266546207,1787.9927409344914,1792.775423572222,4210960,INFY.NS,48.81627259751336,-23.57716489920017,-23.179214664581608,1812.190850830078,1847.9472583007807,0
2024-11-11,1834.291259765625,1842.081672068644,1797.2623347827093,1803.6227934762044,3804234,INFY.NS,53.69763025384335,-18.019564298344,-22.147284591334085,1808.4067504882807,1846.7300268554689,0
2024-11-12,1842.87060546875,1854.9012833451236,1835.1787816614965,1845.1386209364089,5012450,INFY.NS,55.03037580479351,-12.775575403426046,-20.27294275375248,1805.0321105957032,1845.27876953125,0
2024-11-13,1842.4761962890625,1847.2095246339784,1830.544106425298,1835.2774347702136,4257495,INFY.NS,54.952067902099984,-8.552909333098341,-17.928936069621653,1803.5487976074216,1844.2730102539065,0
2024-11-14,1838.6795654296875,1849.9706494411498,1830.2481478479606,1839.714924537372,4311431,INFY.NS,54.153221191806864,-5.4499488128421945,-15.433138618265762,1799.535601806641,1843.5579296875,0
2024-11-18,1786.3162841796875,1823.5425071201328,1770.0945742542924,1823.5425071201328,4839244,INFY.NS,44.53683447867364,-7.133874558364141,-13.773285806285438,1797.218719482422,1841.5869262695312,0
2024-11-19,1799.4317626953125,1833.8967865305349,1795.2900854570928,1800.1713565147516,4669769,INFY.NS,47.07204879566824,-7.325642886989726,-12.483757222426297,1796.8665771484375,1840.4885986328125,0
2024-11-21,1808.602783203125,1841.095557014798,1795.339328415918,1816.442429577535,5436504,INFY.NS,48.83327780354023,-6.6608142391417005,-11.319168625769375,1797.0290588378907,1839.7140942382807,0
2024-11-22,1875.8564453125,1887.4927694808482,1808.553408176173,1828.374498334409,6301486,INFY.NS,59.4813050143218,-0.6990658796621574,-9.195148076547932,1799.491436767578,1839.940478515625,0
2024-11-25,1863.4805908203125,1892.6699906690035,1855.8874755481472,1889.4157296228746,12764638,INFY.NS,57.12541576618694,2.992538498099293,-6.757610761618487,1801.8249755859367,1839.9612744140625,0
2024-11-26,1897.45263671875,1911.702096274213,1870.9752018384395,1878.518962558038,6850495,INFY.NS,61.61926835435308,8.56073888285232,-3.6939408327243264,1805.9204895019527,1839.875642089844,0
2024-11-27,1897.7977294921875,1914.4632675339492,1885.224634635848,1903.3200059027895,4447143,INFY.NS,61.6632258875273,12.85325953223105,-0.384500759733251,1809.872381591797,1839.920737304688,0
2024-11-28,1830.88916015625,1888.3309462638708,1825.9585347392867,1888.3309462638708,8468790,INFY.NS,49.76295633747833,10.73243388848141,1.838886169909681,1810.7278442382808,1838.5077319335933,0
2024-11-29,1832.072509765625,1850.9568296791742,1819.4008261897052,1825.4161652795651,5244346,INFY.NS,49.946939131485976,9.042909676166346,3.279690871161014,1813.4766662597656,1837.073544921875,0
2024-12-02,1853.718017578125,1856.6763928884145,1809.7367416638726,1833.2065672761437,2868263,INFY.NS,53.31492736163298,9.342862444425007,4.492325185813813,1819.519146728516,1837.250095214844,0
2024-12-03,1865.8472900390625,1873.391171179535,1845.1880172073568,1860.8180760709474,4715792,INFY.NS,55.13665413140589,10.43897409798501,5.681654968248052,1825.9905944824216,1837.6292578125,0
2024-12-04,1863.036865234375,1887.3941073159906,1848.9845824080737,1857.8597084036323,4705573,INFY.NS,54.60496323809142,10.954594935038584,6.736242961606159,1832.1834594726563,1837.7269775390623,0
2024-12-05,1908.004150390625,1922.845381488632,1862.7409836386182,1873.6377142854979,9050038,INFY.NS,61.073084942115656,14.820866544225735,8.353167678130074,1841.0906372070312,1838.905400390625,0
2024-12-06,1895.7269287109375,1911.061101890244,1885.8656776464575,1905.9826538933166,3573331,INFY.NS,58.617335810786415,16.70171845111554,10.022877832727168,1845.957165527344,1839.7963525390624,0
2024-12-09,1896.9595947265625,1903.4186419806354,1870.876513302606,1897.5018913119027,4274645,INFY.NS,58.79647825171985,18.08331973039685,11.634966212261103,1851.903497314453,1840.77630859375,0
2024-12-10,1921.51416015625,1938.3275213087989,1905.193741189519,1912.096617063394,6174921,INFY.NS,62.2976983840946,20.91846190963338,13.49166535173556,1857.7512268066407,1842.1508276367188,0
2024-12-11,1946.7589111328125,1950.5554687332371,1924.9162158580782,1927.8745911898272,5025612,INFY.NS,65.53979844757933,24.91516640819532,15.776365563027516,1863.374609375,1843.903488769532,0
2024-12-12,1959.4305419921875,1971.0668661345264,1943.2088325103296,1947.7942178498488,6462130,INFY.NS,67.07049754236253,28.773396423962595,18.37577173521453,1869.202606201172,1846.517021484375,0
2024-12-13,1971.954345703125,1978.6106902340612,1926.6912991940405,1942.419946638723,5362693,INFY.NS,68.55706137616036,32.46737412352468,21.19409221287656,1875.676513671875,1848.8203930664065,0
2024-12-16,1952.5770263671875,1971.8556995891386,1950.1609476784474,1967.7632564033934,3119221,INFY.NS,63.76088795441117,33.44574856648546,23.644423483598345,1881.37138671875,1850.949748535156,0
2024-12-17,1949.1749267578125,1954.5000265866995,1930.8330232375165,1940.6942746330094,5811050,INFY.NS,62.928495669568406,33.55974055647334,25.627486898173345,1889.5143188476563,1852.528425292969,0
2024-12-18,1951.6895751953125,1957.4090287235867,1934.3830310124576,1939.5109539146308,3064095,INFY.NS,63.30977129626256,33.467202070065696,27.19542993255181,1897.127209472656,1853.8424633789064,0
2024-12-19,1919.1966552734375,1932.5586987644317,1893.360225349003,1907.165976992173,5323592,INFY.NS,55.383397090248586,30.421279990707035,27.840599944182863,1902.656903076172,1854.228759765625,0
2024-12-20,1895.4803466796875,1952.4783040802065,1884.7315592319012,1947.7449759219587,11056720,INFY.NS,50.42134531075825,25.796293288679863,27.431738613082263,1903.638098144532,1854.0588305664064,0
2024-12-23,1897.6005859375,1913.0827019209628,1882.5128236943906,1903.270805285977,2781793,INFY.NS,50.84534817217861,22.047889251661672,26.35496874079815,1905.3440979003904,1854.589443359375,0
2024-12-24,1882.5621337890625,1915.0549070531515,1814.4701488042217,1900.312385244756,2360544,INFY.NS,47.72756251605687,17.66019886037111,24.616014764712745,1904.5995727539064,1854.50533203125,0
2024-12-26,1880.93505859375,1893.1136796250162,1875.9058446088604,1882.5621891003143,3623321,INFY.NS,47.38898229777303,13.891498693661331,22.471111550502464,1903.7564392089844,1853.9245678710936,0
2024-12-27,1890.1552734375,1897.4526232065393,1877.4835900581845,1882.907278073787,3937500,INFY.NS,49.57212002981195,11.516021414473698,20.28009352329671,1906.719744873047,1853.5204052734373,0
2024-12-30,1879.554443359375,1889.4156943738521,1860.325003881144,1889.1198086927782,7789055,INFY.NS,47.14960750803604,8.67800551811456,17.95967592226028,1909.0938415527344,1853.6686450195311,0
2024-12-31,1853.9151611328125,1870.6792875898645,1819.4501375379239,1866.0445478376714,3613063,INFY.NS,41.82578778686128,4.310295273342717,15.22979979247677,1909.1036987304688,1852.368078613281,0
2025-01-01,1856.3804931640625,1866.6854522663125,1847.998429848315,1847.998429848315,1838368,INFY.NS,42.49811636082071,1.0358445567314902,12.391008745327714,1908.6303588867188,1852.8426098632813,0
2025-01-02,1930.68505859375,1935.4185073607873,1859.141752753138,1860.818117320804,7083645,INFY.NS,58.1842447934252,4.386016940595027,10.790010384381176,1912.012768554688,1855.3268188476563,0
2025-01-03,1911.85009765625,1925.8530263652963,1895.3325017126049,1925.8530263652963,6218003,INFY.NS,54.15169569118872,5.458308768373399,9.723670061179622,1912.2050659179688,1857.4567578125,0
2025-01-06,1910.9625244140625,1945.6248461798139,1901.2492161351652,1924.9162188256444,7164403,INFY.NS,53.96190030171758,6.165416935849862,9.01201943611367,1912.966845703125,1859.1438305664065,0
2025-01-07,1904.0596923828125,1931.375430841724,1896.9596395631565,1918.013387115037,4294832,INFY.NS,52.4230248828216,6.098504632253025,8.429316475341542,1913.3218505859368,1860.888828125,0
2025-01-08,1906.3277587890625,1911.7020924267943,1862.5437803277457,1903.221440652574,5482050,INFY.NS,52.8983226176022,6.1575102087688265,7.974955222027,1912.562530517578,1862.7045361328128,0
2025-01-09,1890.69775390625,1924.7683048137867,1884.04140929985,1907.2153497813902,6833503,INFY.NS,49.24710550034417,4.886730596199186,7.357310296861438,1909.75947265625,1864.1432934570312,0
2025-01-10,1939.65869140625,1950.3582448997252,1905.440199043595,1910.1242932060775,8036913,INFY.NS,58.83277848272429,7.741132118018186,7.4340746610927875,1908.7708801269528,1866.660869140625,0
2025-01-13,1934.974609375,1955.2888825925095,1921.9578062977632,1928.8606819489098,5804152,INFY.NS,57.7098015775448,9.515609591389191,7.850381647152069,1906.921893310547,1869.8184399414065,0
2025-01-14,1913.132080078125,1944.4415525214629,1904.30618806105,1941.5324112023416,5792162,INFY.NS,52.66189756946605,9.05500573526092,8.09130646477384,1904.9496459960933,1873.4237133789063,0
2025-01-15,1922.598876953125,1930.8823520910328,1910.2229584649278,1919.9856212925836,2985439,INFY.NS,54.51875543726945,9.346128895157108,8.342270950850494,1903.6208435058595,1877.14732421875,0
2025-01-16,1901.69287109375,1939.6586868478057,1890.2538441886265,1938.6725617632849,7533579,INFY.NS,49.86683464656238,7.799992682417496,8.233815297163895,1901.121008300781,1880.3975903320315,0
2025-01-17,1790.2607421875,1832.2204128168014,1786.858658785815,1825.3175372033904,16409953,INFY.NS,33.47237898290696,-2.389429079998763,6.109166421731364,1894.6742126464844,1881.6055932617187,0
2025-01-20,1788.1407470703125,1802.5873839291105,1768.270301617817,1797.6567582772059,4333011,INFY.NS,33.248421617849615,-10.51448073705228,2.7844369899746355,1889.307232666016,1881.4004809570315,0
2025-01-21,1775.7154541015625,1806.236098768633,1768.1716932405016,1793.810946341272,7169109,INFY.NS,31.901190457045857,-17.75163026943528,-1.322776461907348,1883.212976074219,1881.354130859375,0
2025-01-22,1830.69189453125,1839.9122605214925,1780.103749105465,1782.3225305814187,8373913,INFY.NS,42.921595864667886,-18.833878897060004,-4.824996948937879,1880.619464111328,1881.87677734375,0
2025-01-23,1839.5670166015625,1853.4714767898427,1826.9939215973595,1832.220432769354,5907471,INFY.NS,44.483528531597614,-18.759176444182003,-7.611832847986705,1878.5510620117188,1881.9822924804687,0
2025-01-24,1849.4283447265625,1868.60855091582,1838.3837913147927,1839.616447739169,4887027,INFY.NS,46.24374174021394,-17.70021043900215,-9.629508366189793,1876.514715576172,1882.113447265625,0
2025-01-27,1796.719970703125,1837.151100669551,1786.8587194918016,1823.0988176934152,7652371,INFY.NS,39.10662709283383,-20.873481035799387,-11.878302900111713,1872.37299194336,1881.1983227539065,0
2025-01-28,1804.3624267578125,1837.6441493445463,1799.57974403178,1804.6089580362327,6999495,INFY.NS,40.539592162884986,-22.512132660998304,-14.005068852289032,1869.8953552246087,1880.5119799804688,0
2025-01-29,1855.1478271484375,1862.4451768959955,1814.9632296965842,1819.4007926053778,5145155,INFY.NS,49.10978296188312,-19.488170995323344,-15.101689280895895,1869.833721923828,1881.888610839844,0
2025-01-30,1834.143310546875,1861.0152192135097,1818.414663533007,1847.1602339434605,7336056,INFY.NS,46.14722605595721,-18.572456815272066,-15.795842787771129,1865.0066345214843,1882.582841796875,0
2025-01-31,1853.718017578125,1871.1230293523827,1845.0400685173022,1845.0400685173022,5820470,INFY.NS,49.22152171196716,-16.081849910285655,-15.853044212274035,1862.100030517578,1883.485146484375,0
2025-02-01,1825.6627197265625,1864.3681307478303,1820.3869744015317,1854.2111142217134,1701402,INFY.NS,45.23565533260263,-16.18528022746864,-15.919491415312958,1857.8350402832032,1882.4812719726565,0
2025-02-03,1837.447021484375,1850.5131795891741,1806.975730583523,1810.5257570121476,4823228,INFY.NS,47.17080838407799,-15.14180947845648,-15.763955027941662,1854.5044067382807,1881.9606005859373,0
2025-02-04,1872.4544677734375,1884.6823232329095,1848.984641243281,1862.7903932312308,7334787,INFY.NS,52.53641936166542,-11.359102384479456,-14.882984499249222,1852.8107421875,1881.4606372070311,0
2025-02-05,1870.7286376953125,1893.0642745340085,1868.0167937158456,1879.5544090414844,4996744,INFY.NS,52.25465085335257,-8.403667574809788,-13.587121114361336,1851.812286376953,1880.9192553710936,0
2025-02-06,1889.070556640625,1897.3046770838346,1873.6376748748885,1890.4018014395585,4765255,INFY.NS,55.01600090096719,-4.529214659062973,-11.775539823301663,1849.282879638672,1882.0828833007813,0
2025-02-07,1877.237060546875,1897.008796469081,1863.2340119765795,1892.6699423538048,4126260,INFY.NS,52.89068934646626,-2.386042237861602,-9.897640306213653,1846.3960021972653,1882.9861743164065,0
2025-02-10,1854.2110595703125,1878.568301204317,1852.534574687111,1878.568301204317,3828734,INFY.NS,48.92976248822736,-2.5165591682375634,-8.421424078618434,1843.449951171875,1882.99603515625,0
2025-02-11,1849.6256103515625,1876.5961083803954,1844.0539793333367,1856.972194364576,4411601,INFY.NS,48.15633592521367,-2.95592810642961,-7.328324884180669,1839.801287841797,1882.6716015625,0
2025-02-12,1837.299072265625,1868.3126596599398,1821.3731272347864,1858.8458824242405,5633947,INFY.NS,46.04910984597535,-4.249790818632846,-6.712618071071105,1836.5815979003903,1882.156845703125,0
2025-02-13,1817.6751708984375,1847.5054564916438,1810.1806438825727,1842.5748307737585,5237744,INFY.NS,42.83551856874379,-6.780509681489548,-6.726196393154794,1837.952319335937,1880.350266113281,0
2025-02-14,1830.6427001953125,1833.5024871238693,1802.9818423780237,1828.2759758276586,5292961,INFY.NS,45.54011629674407,-7.65154907820488,-6.911266930164811,1840.077416992188,1879.0485815429688,0
2025-02-17,1816.73828125,1827.0432401752385,1796.8678368321998,1813.0403122036325,4428956,INFY.NS,43.180999763320784,-9.355974628782178,-7.400208469888286,1842.1285583496087,1877.4441552734368,0
2025-02-18,1826.25439453125,1835.8198805610482,1812.1035229276997,1816.7383832854173,4365260,INFY.NS,45.27061936806823,-9.825609831114434,-7.8852887421335165,1841.9066833496088,1875.5389599609373,0
2025-02-19,1785.6754150390625,1823.5425233371382,1780.8433778768451,1821.7675703475043,4611411,INFY.NS,38.72963319385032,-13.31865446672191,-8.971961887051195,1839.2121032714845,1872.3172900390623,0
2025-02-20,1799.8262939453125,1805.5951018447554,1780.4982655923657,1780.4982655923657,2218020,INFY.NS,41.88315474590059,-14.774745770283744,-10.132518663697706,1836.732000732422,1869.125205078125,0
2025-02-21,1789.8170166015625,1804.4609499348014,1781.1390677643708,1796.5227152827192,3379879,INFY.NS,40.30304527048264,-16.54564574470919,-11.415144079900005,1836.386853027344,1865.4824584960936,0
2025-02-24,1739.623291015625,1782.9142076324636,1725.9654822503978,1775.0745611201182,7594720,INFY.NS,33.481482721668215,-21.74860650366736,-13.481836564653475,1833.1498962402345,1861.2233837890624,0
2025-02-25,1743.17333984375,1753.7741849650602,1720.9362904431496,1720.9362904431496,5092963,INFY.NS,34.32811546401237,-25.29395811481072,-15.844260874684927,1827.551171875,1857.1033520507813,0
2025-02-27,1739.820556640625,1751.2102292840527,1726.8036331353665,1730.846721957405,5757079,INFY.NS,33.88941070443484,-28.05086350026,-18.28558139979994,1822.835034179688,1852.865971679688,0
2025-02-28,1664.2833251953125,1730.7481826909784,1659.106168289425,1730.6989486606933,12182167,INFY.NS,25.86835587081252,-35.9169261995944,-21.81185035975884,1813.363299560547,1847.767705078125,0
2025-03-03,1684.893310546875,1704.615812415331,1668.8195437500424,1668.8195437500424,7504969,INFY.NS,30.68864574600228,-40.02638473997831,-25.45475723580273,1806.3248291015625,1843.5559643554689,0
2025-03-04,1664.8751220703125,1675.4266129180364,1646.8289838570458,1671.4821123578997,6759673,INFY.NS,28.7342978014038,-44.386797380973576,-29.2411652648369,1797.6962341308597,1838.901455078125,0
2025-03-05,1687.753173828125,1708.9055098893523,1668.9674417970127,1668.9674417970127,8180782,INFY.NS,33.91408610083569,-45.47221287251523,-32.48737478637257,1788.4611694335938,1835.0052758789063,0
2025-03-06,1692.042724609375,1698.403303714733,1667.6361284442405,1691.204542351751,10610547,INFY.NS,34.86993753256303,-45.46222138194253,-35.08234410548656,1779.526873779297,1831.2274291992187,0
2025-03-07,1662.60693359375,1681.3433106627187,1652.2526199503725,1679.4696488805018,8019331,INFY.NS,31.50267128506829,-47.28445956713404,-37.52276719781606,1768.2036926269532,1826.676462402344,0
2025-03-10,1677.842529296875,1695.14907322124,1652.9428701352483,1662.606944415946,7558981,INFY.NS,35.00131157482706,-46.95790966107006,-39.40979569046687,1758.2339660644532,1822.6422241210937,0
2025-03-11,1638.54541015625,1656.6901357180045,1614.336111648948,1656.6901357180045,12671234,INFY.NS,30.65243926700633,-49.30174576684112,-41.38818570574172,1747.45068359375,1818.3348291015625,0
2025-03-12,1568.777099609375,1614.1882088567118,1542.1024877383609,1614.1882088567118,14870008,INFY.NS,24.76843389127552,-56.14180457405519,-44.33890947940442,1733.4082580566403,1812.5827612304688,0
2025-03-13,1557.9296875,1583.766236887254,1548.5122651881575,1577.0605381756682,7822888,INFY.NS,23.997139603465968,-61.72635298644877,-47.816398180813295,1719.4397888183594,1805.127653808593,0
2025-03-17,1567.98828125,1571.8834272886888,1523.711239680789,1523.711239680789,7526032,INFY.NS,26.289314897521137,-64.59588226411961,-51.172294997474566,1706.9554443359375,1798.2504174804687,0
2025-03-18,1567.98828125,1567.98828125,1567.98828125,1567.98828125,0,INFY.NS,26.28931489752115,-66.1079535527324,-54.15942670852613,1693.822723388672,1791.3909326171874,0
2025-03-19,1564.536865234375,1580.7585753901394,1550.9776447654951,1580.7585753901394,7387068,INFY.NS,25.97753703793704,-66.81458443192037,-56.69045825320498,1681.2126525878907,1784.6004760742187,0
2025-03-20,1593.134521484375,1609.2576434825316,1569.9112262370732,1569.9112262370732,7186750,INFY.NS,33.06125679782231,-64.32549833234498,-58.21746626903298,1669.556658935547,1778.336611328125,0
2025-03-21,1570.45361328125,1581.6461093555213,1541.9545731422113,1556.0560901796125,10074677,INFY.NS,30.563151942338195,-63.45160875677493,-59.26429476658137,1658.7955688476563,1771.931728515625,0
2025-03-24,1570.6507568359375,1584.8016279799526,1550.8789003823247,1575.7785592177397,8857726,INFY.NS,30.612229287874456,-62.02811562902525,-59.81705893907015,1647.3367919921875,1764.5515698242189,0
2025-03-25,1605.8553466796875,1613.4485820609123,1582.7307615847424,1582.7307615847424,9890140,INFY.NS,38.91506713387872,-57.39762677354884,-59.33317250596589,1638.1387084960938,1757.9691845703126,0
2025-03-26,1577.2578125,1615.0264536438078,1572.8696037624018,1603.4394832085677,6651302,INFY.NS,35.22750390653111,-55.396931658679705,-58.545924336508655,1630.0204345703123,1751.25169921875,0
2025-03-27,1581.301025390625,1597.4733814773153,1563.9944809345598,1573.4120242257595,9426573,INFY.NS,36.14874611238408,-52.87559592032858,-57.411858653272645,1621.9268188476562,1744.4257421875,0
2025-03-28,1548.857421875,1576.271627596916,1538.355165420368,1567.938918601529,6799047,INFY.NS,32.19216123431474,-52.88571326138185,-56.50662957489449,1612.378662109375,1737.369033203125,0
2025-04-01,1505.3199462890625,1525.9299846961485,1496.7899402056196,1517.8930411565277,12680733,INFY.NS,27.79552117333376,-55.76402873759366,-56.35810940743433,1604.4304931640625,1731.6702172851562,0
2025-04-02,1528.641845703125,1534.065533745542,1513.8992032527772,1513.8992032527772,6193478,INFY.NS,33.068845156548335,-55.52319528293333,-56.191126582534125,1596.617919921875,1726.4802392578124,0
2025-04-03,1475.7362060546875,1513.3569025396205,1464.4451218569632,1513.3569025396205,10459504,INFY.NS,28.062024344303538,-58.92215804359694,-56.73733287474669,1587.1609741210937,1720.480654296875,0
2025-04-04,1431.508544921875,1451.5761669039568,1427.9091641826965,1440.2357281000195,9590254,INFY.NS,24.69580170260987,-64.4418179829895,-58.27822989639526,1574.3487426757813,1712.4969873046875,0
2025-04-07,1377.3702392578125,1386.3933080363427,1288.8655111580174,1333.241140845937,21715252,INFY.NS,21.32382665050245,-72.35068342456975,-61.09272060203016,1558.6151184082032,1703.2530517578125,0
2025-04-08,1408.9755859375,1436.2912029581203,1395.3670114560523,1411.1450129990183,12805001,INFY.NS,27.54365274081519,-75.2013545234447,-63.91444738631307,1545.933551025391,1694.443996582031,0
2025-04-09,1384.2237548828125,1389.8939742084822,1362.7262999262337,1385.5551200692491,8546854,INFY.NS,25.82195990396044,-78.55229584432232,-66.84201707791492,1531.2526123046875,1686.194072265625,0
2025-04-11,1389.89404296875,1418.8369123902967,1377.6661874236538,1391.669116387415,12567440,INFY.NS,26.948497695747463,-79.83016368893163,-69.43964640011826,1518.8200439453126,1677.9047045898435,0
2025-04-15,1406.21435546875,1427.6132214230709,1389.4502292114087,1425.5423828430714,10178530,INFY.NS,30.232703287009883,-78.61969147386549,-71.27565541486771,1510.6919067382812,1668.92603515625,0
2025-04-16,1393.493408203125,1407.6936342633087,1377.4196406823328,1405.2283214187144,12022740,INFY.NS,29.13327682600473,-77.7901413268537,-72.57855259726492,1502.4700927734375,1660.113037109375,0
2025-04-17,1399.8045654296875,1409.9617020085943,1359.1762598672565,1378.6028759920416,14264227,INFY.NS,30.483944651787155,-75.75025740070146,-73.21289355795223,1494.0609069824218,1651.0347680664063,0
2025-04-21,1430.8675537109375,1451.379004423389,1390.4364236612141,1390.4364236612141,15648970,INFY.NS,36.86236890867008,-70.81084776773946,-72.73248439990968,1487.2048706054688,1643.1388647460938,0
2025-04-22,1403.058837890625,1420.0201414292796,1399.6074000468734,1420.0201414292796,9399738,INFY.NS,33.86651155337168,-68.35233780430144,-71.85645508078804,1479.1309692382813,1634.4511010742187,0
2025-04-23,1454.4359130859375,1467.1569507677636,1419.6256494074153,1425.9368740316995,11136642,INFY.NS,43.07181946526066,-61.54875462301516,-69.79491498923346,1472.1960388183593,1626.0907299804687,0
2025-04-24,1450.9844970703125,1462.324935726995,1441.22183449924,1449.505309419441,7114292,INFY.NS,42.64241035925885,-55.79222828424509,-66.9943776482358,1466.2225830078123,1617.6958471679689,0
2025-04-25,1459.662353515625,1480.864043581714,1443.194112173071,1455.0276136053067,8329979,INFY.NS,44.150060503890295,-49.954069774936215,-63.58631607357589,1460.673162841797,1609.1076831054688,0
2025-04-28,1461.5360107421875,1468.9319491141807,1444.9691810148831,1459.6623489459623,5886253,INFY.NS,44.48933287362952,-44.66127128062453,-59.80130711498562,1453.4571960449218,1600.793662109375,0
2025-04-29,1476.722412109375,1488.8517996048886,1453.6470595242981,1461.4374722845366,8056743,INFY.NS,47.284535145216445,-38.79408065572579,-55.59986182313366,1448.4304260253907,1593.2438891601562,0
2025-04-30,1479.2862548828125,1487.8656155741658,1462.0290654409305,1476.0321142425894,7704183,INFY.NS,47.76276662422298,-33.5506580285853,-51.19002106422399,1443.3296875,1585.8371020507811,0
2025-05-02,1485.991943359375,1502.065710329334,1475.4403325201433,1478.8917703842976,7402310,INFY.NS,49.06431097881939,-28.525292980374843,-46.65707544745417,1440.1864135742187,1578.8109594726564,0
2025-05-05,1487.6683349609375,1501.8685607929344,1481.9488814793483,1493.979559817003,4282493,INFY.NS,49.40371285599244,-24.12923735352865,-42.15150782866907,1439.3038330078125,1572.2108227539063,0
2025-05-06,1490.528076171875,1494.571164972708,1478.3001009589232,1485.1043881672801,4270530,INFY.NS,50.01558768226813,-20.181929659217985,-37.75759219477885,1437.39814453125,1565.4085302734377,0
2025-05-07,1487.37255859375,1497.72687229769,1475.8348225262564,1479.1876719914237,5691799,INFY.NS,49.30702015157033,-17.1110383703724,-33.62828142989756,1437.979962158203,1558.8212158203123,0
2025-05-08,1490.4295654296875,1495.4587795844232,1480.371016743612,1487.0767158676624,8424409,INFY.NS,50.04536986142541,-14.266208030428515,-29.755866750003754,1440.9260131835938,1552.1047192382812,0
2025-05-09,1486.6822509765625,1490.429574694462,1473.3695614613061,1479.8779633712215,4478653,INFY.NS,49.10127535185998,-12.173705549178749,-26.239434509838752,1446.3916137695312,1546.1248559570313,0
