Date,Close,High,Low,Open,Volume,RSI,MACD,MACD_signal,MA20,MA50,Ticker,Signal
2024-10-11,4079.04052734375,4170.222198774921,4042.9119405502674,4072.945172391799,5759183,28.16271409750645,-54.61260786344064,-45.09191205721068,4231.29619140625,4292.080634765625,TCS,0
2024-10-14,4066.701904296875,4094.965760922086,4052.4965321992213,4069.9953540303254,2137590,27.261348462167177,-59.990684627367045,-48.07166657124196,4212.324938964844,4286.959702148438,TCS,1
2024-10-15,4047.187744140625,4099.439400703778,4025.756558136523,4061.1967871084994,2759474,25.85209200014863,-65.0773081485795,-51.472794886709465,4192.837622070312,4283.69091796875,TCS,0
2024-10-16,4025.70703125,4045.4180468928625,3998.426265563177,4015.925327231432,2359151,24.359326834422305,-70.03449389409707,-55.18513468818698,4172.649853515625,4282.50923828125,TCS,0
2024-10-17,4039.51953125,4060.115472634363,4023.740878118161,4043.255083756715,2522659,27.267579431757312,-72.01836313751755,-58.5517803780531,4160.992846679687,4281.28626953125,TCS,0
2024-10-18,4063.220703125,4085.985597920686,4020.7955892025657,4030.6504803525722,2361000,32.0923602361686,-70.86126278677875,-61.01367685979824,4152.9786376953125,4279.962216796875,TCS,0
2024-10-21,4020.647705078125,4079.875694816127,4010.940541435238,4072.63225386454,1595450,28.442573162722127,-72.54330352100123,-63.31960219203884,4143.388781738281,4278.335268554688,TCS,0
2024-10-22,3957.231201171875,4030.453084242788,3948.214072783788,4006.998397202053,1928049,24.05414888032421,-78.09330379793028,-66.27434251321714,4131.4342041015625,4274.335,TCS,0
2024-10-23,4007.2451171875,4053.858559887262,3937.176744813799,3941.562363857524,1966476,32.85324394020721,-77.56192833504247,-68.5318596775822,4121.842700195312,4271.985810546875,TCS,0
2024-10-24,3989.1611328125,4019.809939302293,3945.8982586335824,3945.8982586335824,2676744,31.43504864984834,-77.70430895289337,-70.36634953264445,4111.177416992187,4269.249384765625,TCS,0
2024-10-25,3998.671142578125,4032.62119222791,3974.1816434487196,3998.1783980531704,1759676,33.07126938400154,-76.17170827101336,-71.52742128031824,4100.115124511719,4264.770395507812,TCS,0
2024-10-28,4031.488037109375,4074.0117940177324,3992.2162016366315,4009.9056822307925,1532534,38.52322138532319,-71.485027167093,-71.51894245767319,4089.89736328125,4258.572607421875,TCS,0
2024-10-29,4016.114501953125,4043.954569355168,4001.1844381519086,4036.4156738907773,1445885,37.00256122240517,-68.22486070592095,-70.86012610732274,4080.8869506835936,4250.613354492188,TCS,0
2024-10-30,4025.3779296875,4047.40370716728,4001.1350423451786,4015.8680561740116,1935002,38.575931025169375,-64.15414504720684,-69.51892989529956,4071.386120605469,4242.184633789063,TCS,0
2024-10-31,3910.864013671875,4019.120083197284,3902.536679230978,4010.940475876283,3740372,28.950249968759195,-69.36874978254082,-69.48889387274781,4058.870458984375,4230.911171875,TCS,0
