Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,P&L (%),Holding_Days,Win
RELIANCE,2024-10-14,2024-10-28,1372.5250244140625,1334.3499755859375,-2.78,10,False
RELIANCE,2024-12-18,2025-01-02,1253.25,1241.800048828125,-0.91,10,False
RELIANCE,2025-01-23,2025-02-05,1263.6500244140625,1278.199951171875,1.15,10,True
RELIANCE,2025-02-19,2025-03-06,1227.449951171875,1209.5999755859375,-1.45,10,False
RELIANCE,2025-03-07,2025-03-24,1249.800048828125,1302.0999755859375,4.18,10,True
