Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,P&L (%),Holding_Days,Win
TCS,2024-10-14,2024-10-28,4066.701904296875,4031.488037109375,-0.87,10,False
TCS,2025-01-10,2025-01-24,4203.75146484375,4101.84765625,-2.42,10,False
TCS,2025-02-03,2025-02-17,4019.165283203125,3857.01171875,-4.03,10,False
TCS,2025-07-01,2025-07-15,3418.10009765625,3241.300048828125,-5.17,10,False
TCS,2025-07-16,2025-07-30,3233.10009765625,3053.60009765625,-5.55,10,False
